customer_id,age,tenure_months,num_products,has_credit_card,is_active_member,estimated_monthly_salary_zmw,balance_zmw,credit_score,num_complaints_last_year,avg_monthly_transactions,digital_engagement_score,churned
CUST-00713,36,55,1,1,1,19414.88,28865.24,589,0,0,56.7,0
CUST-00714,31,74,1,1,1,2883.6,37660.56,658,1,11,56.1,0
CUST-00715,30,1,1,1,1,11273.7,6895.76,554,1,11,61.7,0
CUST-00716,42,33,1,1,1,12073.92,11026.89,562,0,13,46.7,0
CUST-00717,58,50,4,1,1,10860.14,23400.29,753,0,12,68.6,1
CUST-00718,31,42,3,1,0,15705.88,15064.05,461,1,11,74.9,0
CUST-00719,46,60,2,1,1,1500.0,1656.66,676,0,19,76.8,0
CUST-00720,25,81,2,1,1,4708.43,39812.95,774,0,0,41.9,0
CUST-00721,25,49,3,1,1,5150.51,23857.93,517,0,10,51.6,1
CUST-00722,50,60,2,1,1,14083.33,25957.26,767,2,8,62.1,0
CUST-00723,32,59,2,0,1,9557.77,26987.29,598,0,16,47.6,0
CUST-00724,31,76,1,1,1,4767.99,39877.95,520,0,25,52.0,1
CUST-00725,64,69,1,1,0,4835.28,6287.0,806,0,12,31.2,1
CUST-00726,41,92,1,1,1,11144.77,20646.05,581,1,2,59.6,0
CUST-00727,39,79,2,1,1,9261.77,26956.85,669,1,15,77.5,0
CUST-00728,37,29,2,0,0,11908.94,12429.03,645,0,14,60.4,0
CUST-00729,45,55,2,1,1,16199.86,13124.21,614,0,19,67.2,0
CUST-00730,32,76,2,1,1,5667.59,24305.38,735,0,12,54.8,0
CUST-00731,41,51,3,1,1,7877.51,6882.14,669,0,14,72.3,0
CUST-00732,53,1,2,1,0,11222.1,12963.91,840,0,6,56.4,0
CUST-00733,36,100,3,1,1,8182.25,0.0,578,3,1,73.7,0
CUST-00734,18,60,2,1,1,6593.55,29603.69,601,0,5,47.6,0
CUST-00735,32,56,2,0,0,4814.21,10679.13,578,0,9,61.1,0
CUST-00736,49,57,1,0,1,5386.39,8262.08,605,0,12,77.5,0
CUST-00737,53,23,2,1,0,9547.83,17050.82,561,1,5,60.4,0
CUST-00738,44,48,4,0,1,4439.94,1071.96,677,0,15,26.8,0
CUST-00739,57,37,1,1,0,1500.0,13488.77,638,0,15,24.0,0
CUST-00740,28,23,1,1,0,22442.47,28349.48,685,0,10,11.5,1
CUST-00741,55,52,2,0,1,7620.18,20305.91,667,1,25,74.3,0
CUST-00742,43,59,3,1,1,9144.46,25495.2,537,1,4,56.9,0
CUST-00743,48,80,3,0,0,14613.11,31095.78,639,0,19,56.0,0
CUST-00744,18,56,3,1,1,6677.58,4520.25,550,0,7,0.0,0
CUST-00745,51,43,1,1,0,6082.15,23687.98,555,2,9,58.6,0
CUST-00746,43,65,2,1,0,12897.71,20725.29,581,2,14,88.5,0
CUST-00747,63,80,1,1,1,6653.08,36070.98,599,0,0,76.2,0
CUST-00748,42,77,3,0,0,14461.11,0.0,644,0,13,57.2,0
CUST-00749,28,41,2,0,1,14060.77,15768.31,620,0,10,47.9,0
CUST-00750,30,51,1,1,1,6911.86,12061.58,619,0,10,85.9,0
CUST-00751,45,39,3,1,1,6962.94,9145.1,667,0,6,48.6,0
CUST-00752,44,112,2,1,0,1744.95,11487.86,669,2,7,59.8,0
CUST-00753,32,78,3,1,0,3702.82,19920.55,682,0,14,60.1,1
CUST-00754,27,85,2,1,0,13803.14,21280.17,597,2,23,72.8,1
CUST-00755,58,19,1,0,1,5426.06,2840.13,477,1,15,67.0,0
CUST-00756,37,59,2,0,1,12387.29,30368.94,501,0,10,68.0,0
CUST-00757,39,90,1,1,0,12715.0,49976.29,640,0,23,57.2,0
CUST-00758,34,11,1,0,1,6828.13,16274.56,559,0,17,62.6,0
CUST-00759,57,45,1,1,0,13893.75,30328.62,641,1,8,50.9,0
CUST-00760,53,1,2,1,1,8951.56,5895.4,744,0,5,58.0,0
CUST-00761,28,138,3,1,0,15310.61,8036.03,652,0,16,42.2,0
CUST-00762,39,55,3,1,1,6355.91,17555.64,542,0,9,52.8,0
CUST-00763,29,33,2,1,1,8005.01,38145.99,599,0,12,39.9,0
CUST-00764,62,75,2,1,0,7966.7,13476.27,605,0,15,26.2,0
CUST-00765,45,37,1,0,0,8927.76,14542.22,630,0,10,70.2,1
CUST-00766,37,68,2,1,1,6168.5,7011.36,479,0,10,22.8,1
CUST-00767,36,35,1,1,0,11412.49,3704.07,673,1,11,47.4,1
CUST-00768,47,83,2,1,1,12558.93,16314.57,540,0,14,89.5,0
CUST-00769,37,29,2,1,1,13387.21,31936.31,638,1,12,65.6,1
CUST-00770,59,53,1,1,0,12023.23,24113.01,631,0,10,72.9,0
CUST-00771,29,18,2,1,1,8322.07,16522.64,632,0,12,28.0,0
CUST-00772,25,54,1,1,0,4920.07,11289.68,811,0,24,48.7,0
CUST-00773,57,45,1,1,0,12304.86,26563.6,581,1,6,38.5,1
CUST-00774,35,11,1,1,1,7746.58,0.0,678,0,8,50.7,0
CUST-00775,57,103,3,1,1,5217.69,12549.97,647,0,11,39.6,0
CUST-00776,51,43,1,1,1,7221.2,16064.08,744,0,15,64.8,1
CUST-00777,24,49,4,1,1,10449.41,39233.8,564,1,15,54.3,0
CUST-00778,33,77,3,0,0,13883.28,7768.43,713,0,1,38.5,0
CUST-00779,41,20,3,1,1,11447.56,27546.52,582,0,21,77.7,0
CUST-00780,37,16,2,0,1,10272.16,22977.89,468,0,17,39.7,0
CUST-00781,44,29,2,0,1,6053.34,0.0,453,0,10,94.5,0
CUST-00782,33,81,2,0,0,12470.34,11917.13,695,0,28,51.4,1
CUST-00783,39,19,4,1,1,6958.68,19123.31,540,2,13,47.9,0
CUST-00784,52,127,2,0,1,13242.45,0.0,688,1,11,85.4,0
CUST-00785,56,56,1,0,0,9989.67,15048.47,724,0,7,41.6,1
CUST-00786,31,60,1,0,1,8501.0,14895.9,709,0,4,75.9,0
CUST-00787,37,63,3,0,0,9384.55,0.0,850,1,12,46.2,0
CUST-00788,38,30,1,1,0,1500.0,25674.82,614,0,14,53.5,1
CUST-00789,24,48,1,1,1,20246.9,4048.93,799,0,15,16.4,0
CUST-00790,51,31,2,1,1,10854.19,40649.65,669,0,16,81.9,0
CUST-00791,47,46,1,1,1,12567.1,0.0,589,1,8,55.1,0
CUST-00792,46,42,2,1,1,4015.73,20328.31,604,0,4,99.2,0
CUST-00793,39,92,1,1,1,12123.1,16235.38,618,0,15,27.6,0
CUST-00794,50,55,2,0,0,9842.66,7290.94,583,0,8,46.5,0
CUST-00795,52,50,1,1,1,9939.35,17900.67,661,0,24,24.4,0
CUST-00796,54,45,2,1,1,19507.39,0.0,651,0,9,31.0,0
CUST-00797,38,27,2,1,1,19841.89,29071.14,504,0,15,76.3,0
CUST-00798,44,22,1,1,0,11956.86,10513.76,614,0,4,43.2,1
CUST-00799,35,43,1,0,0,9277.04,2164.75,541,0,17,51.4,1
CUST-00800,36,86,1,1,1,5562.04,12486.08,660,1,18,43.0,0
CUST-00801,52,64,4,1,1,15313.14,1858.13,685,2,19,60.7,1
CUST-00802,41,31,1,1,0,10051.71,6424.73,747,1,11,38.9,1
CUST-00803,38,26,3,1,0,6658.26,6491.74,685,0,3,12.1,1
CUST-00804,47,40,1,0,1,14271.02,0.0,757,1,12,59.6,1
CUST-00805,48,80,2,1,1,5090.7,18961.49,625,1,6,56.1,0
CUST-00806,31,79,2,0,1,10917.07,38570.81,542,0,4,70.1,0
CUST-00807,32,37,1,1,1,10440.0,15779.17,707,1,9,83.5,0
CUST-00808,49,31,1,1,1,11834.17,0.0,707,0,9,32.6,0
CUST-00809,46,63,2,0,0,16808.42,22120.41,643,0,8,41.3,0
CUST-00810,37,26,1,1,0,9724.05,16750.74,810,0,12,55.2,1
CUST-00811,54,41,1,1,1,14403.51,20288.91,569,0,11,80.5,1
CUST-00812,39,97,2,0,0,5594.83,44734.62,664,1,11,47.6,1
CUST-00813,18,30,1,0,1,6478.93,15421.68,584,1,5,51.3,0
CUST-00814,30,52,1,0,1,1500.0,19501.5,554,0,21,56.9,0
CUST-00815,22,48,1,0,1,12323.6,21582.22,652,0,9,72.7,1
CUST-00816,54,76,2,1,1,5848.41,36473.24,585,1,12,25.9,1
CUST-00817,46,56,3,0,1,14054.43,10677.93,783,0,8,71.6,1
CUST-00818,41,7,1,1,0,11893.71,17800.4,598,2,19,57.6,0
CUST-00819,18,18,1,0,1,19267.38,31797.0,671,1,9,70.7,0
CUST-00820,22,65,1,1,1,8923.67,1662.55,701,0,18,65.5,0
CUST-00821,38,47,1,1,0,13533.88,0.0,641,1,12,5.1,1
CUST-00822,19,34,1,1,0,11767.49,32894.73,778,0,11,76.8,0
CUST-00823,51,8,4,1,1,8845.1,31631.05,679,1,11,75.0,0
CUST-00824,39,56,2,1,0,15627.54,13141.35,557,0,14,74.5,1
CUST-00825,38,35,3,1,1,10212.47,14942.8,713,0,16,19.3,0
CUST-00826,39,69,2,1,1,6748.49,4975.73,581,0,11,38.4,0
CUST-00827,29,58,1,1,0,9994.36,6509.49,561,0,11,71.9,0
CUST-00828,27,22,3,1,0,1500.0,566.08,654,0,10,39.0,1
CUST-00829,18,11,1,1,0,11843.4,18420.08,571,0,20,0.0,0
CUST-00830,40,32,3,0,0,18349.94,43013.13,630,1,23,51.2,0
CUST-00831,45,59,1,1,0,8054.15,0.0,513,0,10,39.0,0
CUST-00832,37,69,3,1,0,10890.98,13021.17,799,1,9,32.5,1
CUST-00833,37,1,1,1,1,16210.41,19996.54,677,1,7,43.9,0
CUST-00834,29,89,3,0,1,8021.28,18347.41,653,1,11,21.6,0
CUST-00835,43,56,3,0,1,9906.34,25806.6,695,0,7,66.7,0
CUST-00836,18,39,2,0,0,12391.42,17764.62,775,0,7,33.4,0
CUST-00837,27,1,2,1,0,7741.7,7196.84,584,0,20,78.4,0
CUST-00838,32,17,1,1,0,1500.0,3333.03,677,0,8,60.1,1
CUST-00839,34,83,1,1,1,11591.8,0.0,789,0,19,49.4,0
CUST-00840,43,50,1,0,1,5188.82,23860.49,420,2,9,100.0,0
CUST-00841,38,51,4,1,1,16266.86,18748.45,706,1,11,78.4,1
CUST-00842,42,38,2,1,1,2861.38,16757.16,633,0,17,87.0,0
CUST-00843,55,33,1,1,1,2395.01,7058.99,629,3,11,71.7,0
CUST-00844,56,38,2,1,1,7582.41,1168.54,525,0,14,55.1,0
CUST-00845,48,74,1,0,1,4989.93,15281.75,694,0,4,72.0,0
CUST-00846,55,74,3,1,1,5801.68,2132.33,686,0,7,74.3,1
CUST-00847,61,67,1,1,1,5799.94,13238.63,754,1,10,46.8,0
CUST-00848,44,41,3,0,0,1500.0,22998.47,705,0,14,44.8,0
CUST-00849,23,60,2,1,0,3076.94,48847.97,621,0,12,33.3,0
CUST-00850,52,95,2,1,0,15730.14,15052.19,601,0,9,13.7,0
CUST-00851,28,74,3,1,1,13360.08,4094.96,672,0,19,70.7,0
CUST-00852,62,89,1,1,1,12357.83,46856.64,531,0,17,63.8,1
CUST-00853,61,7,1,1,1,5766.41,0.0,516,0,18,47.6,0
CUST-00854,34,1,1,1,1,5444.2,2207.95,716,0,8,48.3,1
CUST-00855,27,73,3,1,1,14940.93,34675.32,594,1,8,33.4,0
CUST-00856,32,44,1,1,1,8122.06,28290.71,548,0,11,62.1,0
CUST-00857,39,1,1,1,1,13292.13,0.0,686,0,23,100.0,0
CUST-00858,55,71,1,1,0,3382.38,8383.61,561,2,12,42.0,0
CUST-00859,25,82,3,1,1,13527.49,18510.71,660,0,11,60.2,0
CUST-00860,51,59,1,0,1,5211.14,0.0,582,0,5,48.2,0
CUST-00861,18,53,1,0,1,12644.63,9903.83,584,0,14,77.5,0
CUST-00862,55,3,1,0,1,10521.79,19612.51,605,0,10,75.3,0
CUST-00863,39,81,3,1,0,1500.0,4615.29,566,0,10,77.2,0
CUST-00864,42,124,2,0,1,17795.83,4197.86,550,1,19,35.3,0
CUST-00865,39,127,1,1,1,4278.22,0.0,683,1,4,68.8,0
CUST-00866,51,50,1,0,0,9139.22,15991.76,751,1,8,75.2,1
CUST-00867,44,54,1,1,0,7147.64,27932.37,602,0,14,24.8,1
CUST-00868,60,73,1,0,1,9018.1,1224.85,617,1,4,90.4,0
CUST-00869,19,14,4,0,1,7963.91,27024.16,618,1,19,51.8,1
CUST-00870,29,33,1,0,1,6944.63,28135.91,529,0,18,48.8,0
CUST-00871,24,70,1,1,0,15762.21,16234.82,786,1,21,87.6,0
CUST-00872,49,58,2,0,1,11525.89,0.0,599,0,24,34.4,0
CUST-00873,20,33,2,1,1,14572.21,29131.47,496,0,14,62.6,1
CUST-00874,69,46,1,1,1,6389.02,5687.18,565,0,11,59.3,0
CUST-00875,41,13,2,1,0,7774.33,11012.56,647,0,13,31.8,0
CUST-00876,55,37,2,1,0,11737.94,23257.85,549,1,11,55.2,1
CUST-00877,28,83,2,0,1,14618.69,4387.56,723,1,19,15.3,0
CUST-00878,42,30,2,1,1,7128.89,15149.6,548,1,10,63.0,0
CUST-00879,47,27,3,1,1,1500.0,31717.87,824,0,11,88.1,1
CUST-00880,32,36,1,1,1,1948.8,22278.07,658,0,6,64.2,0
CUST-00881,37,13,1,1,0,3469.03,20674.19,620,0,26,63.8,0
CUST-00882,59,69,1,1,1,10367.54,18581.79,696,1,24,55.0,0
CUST-00883,55,3,1,1,1,1500.0,21694.81,628,1,19,26.3,0
CUST-00884,47,21,2,0,0,7173.37,20061.2,668,1,13,50.5,0
CUST-00885,64,57,4,1,0,14367.84,13467.77,595,0,7,82.9,1
CUST-00886,18,1,1,0,1,10923.86,15985.08,719,1,5,51.8,0
CUST-00887,43,95,3,1,1,17029.67,23744.78,685,1,18,37.2,0
CUST-00888,35,89,2,1,1,9655.0,7567.05,699,0,8,0.0,0
CUST-00889,57,51,1,0,0,9306.43,8628.67,600,0,10,36.7,0
CUST-00890,53,87,1,0,1,11809.0,11320.58,625,0,11,96.3,0
CUST-00891,54,58,1,1,1,10861.08,0.0,459,1,17,58.3,0
CUST-00892,33,68,3,1,0,10484.66,11225.34,672,1,21,46.8,1
CUST-00893,47,84,1,1,1,14396.95,12063.52,588,0,14,61.7,1
CUST-00894,53,116,1,1,0,8745.24,32173.75,716,0,9,68.3,0
CUST-00895,56,57,1,1,1,8645.76,11649.19,663,0,16,94.5,0
CUST-00896,29,122,1,1,1,16997.81,12634.8,598,0,15,56.1,0
CUST-00897,32,84,1,0,1,10777.83,17226.52,660,0,13,79.3,1
CUST-00898,43,99,1,0,1,15990.55,18889.18,744,0,3,61.4,0
CUST-00899,57,52,2,1,0,11639.88,10703.42,786,0,10,38.4,1
CUST-00900,47,63,2,1,0,14397.33,47579.98,598,0,15,74.0,0
CUST-00901,57,119,4,1,0,10435.3,4046.28,714,0,17,61.6,0
CUST-00902,18,32,1,1,1,3480.15,21037.92,650,0,10,29.6,0
CUST-00903,37,15,1,0,1,13211.56,21446.13,627,0,10,86.4,0
CUST-00904,46,120,1,1,1,13521.36,19246.96,675,0,9,63.6,0
CUST-00905,43,1,3,0,0,2034.09,4013.05,807,1,8,31.6,1
CUST-00906,18,80,1,0,1,7077.38,17237.3,549,0,11,59.3,0
CUST-00907,53,30,1,0,0,14832.27,13145.74,620,0,9,43.4,1
CUST-00908,44,44,2,1,1,15671.47,0.0,660,0,11,26.9,1
CUST-00909,34,1,1,0,0,11006.81,21700.1,529,0,11,39.6,0
CUST-00910,54,44,4,0,0,7254.98,34033.51,604,0,11,5.1,0
CUST-00911,19,8,1,1,0,6494.38,3406.23,533,0,19,64.5,0
CUST-00912,34,47,2,1,0,4874.46,30586.24,656,0,25,67.1,0
CUST-00913,51,62,1,0,1,4934.03,0.0,619,0,12,76.1,1
CUST-00914,45,5,1,1,0,8351.92,14315.39,735,1,6,70.6,0
CUST-00915,37,78,2,0,1,9491.58,5763.08,709,1,7,48.5,0
CUST-00916,38,77,2,1,1,6696.08,8922.8,596,0,13,97.3,0
CUST-00917,37,1,3,1,1,9149.21,17988.38,610,0,15,52.3,0
CUST-00918,50,34,1,0,0,5901.3,29967.26,609,1,15,86.9,0
CUST-00919,36,25,2,0,1,4839.53,22857.7,633,0,8,54.0,0
CUST-00920,48,157,2,1,0,8875.34,11390.58,619,0,19,21.2,0
CUST-00921,18,49,2,1,1,8772.31,1207.81,663,0,11,77.1,0
CUST-00922,55,6,3,1,0,3760.23,9112.48,716,0,28,56.2,1
CUST-00923,69,54,1,1,0,6711.38,7388.41,661,0,5,42.8,1
CUST-00924,46,9,2,1,1,7338.61,18917.44,688,0,6,50.3,0
CUST-00925,39,26,1,1,1,12211.31,13576.38,724,1,4,21.0,1
CUST-00926,34,89,2,1,1,4309.98,15610.74,780,0,0,61.5,0
CUST-00927,48,48,1,1,1,12928.66,22755.84,819,0,7,58.3,0
CUST-00928,32,52,1,1,1,8785.64,18679.1,554,1,17,47.4,0
CUST-00929,30,82,2,1,1,15164.85,6523.3,607,0,13,85.6,0
CUST-00930,18,110,1,1,1,14143.86,14278.65,698,1,10,23.8,0
CUST-00931,43,59,1,1,1,10997.52,5524.18,682,1,4,98.4,0
CUST-00932,37,15,1,1,0,10173.95,33598.28,712,0,9,74.1,0
CUST-00933,37,47,2,1,1,4931.64,24134.73,540,0,21,65.8,1
CUST-00934,40,58,1,1,1,18870.23,0.0,612,0,11,44.4,1
CUST-00935,32,44,2,0,1,13977.06,0.0,545,0,14,44.9,0
CUST-00936,42,69,1,0,1,3758.9,7039.87,599,0,0,51.1,0
CUST-00937,27,26,1,1,1,12909.36,9042.08,661,2,5,65.7,0
CUST-00938,39,106,2,1,1,6887.79,22658.8,522,0,11,45.5,0
CUST-00939,37,64,1,0,0,17371.61,45806.58,698,0,23,43.2,1
CUST-00940,20,1,2,0,0,2410.28,9778.58,827,0,4,99.9,0
CUST-00941,25,49,1,1,1,9413.41,8285.03,773,0,7,75.7,0
CUST-00942,33,71,2,0,1,6092.62,9164.48,721,0,20,80.9,0
CUST-00943,33,62,1,1,0,11420.95,9177.48,626,0,12,36.5,0
CUST-00944,43,97,2,1,1,4522.62,0.0,566,0,12,16.5,0
CUST-00945,35,17,1,1,1,15801.1,11992.45,825,0,12,62.4,0
CUST-00946,39,1,3,1,0,7248.81,13823.29,531,0,13,39.3,0
CUST-00947,35,75,1,1,1,11551.0,17614.0,790,1,7,87.2,0
CUST-00948,18,36,2,1,0,17126.36,41073.61,654,0,21,45.3,0
CUST-00949,39,38,1,1,1,14181.97,20958.05,525,0,14,74.1,0
CUST-00950,30,75,2,1,0,14307.19,17603.3,681,0,13,52.7,0
CUST-00951,38,19,3,1,1,9738.48,22532.6,850,0,11,63.9,1
CUST-00952,31,7,1,1,0,8306.31,13498.27,725,0,5,38.1,1
CUST-00953,48,14,1,1,1,13416.61,14459.99,648,0,10,21.9,1
CUST-00954,39,70,4,1,0,17732.13,0.0,552,0,7,100.0,0
CUST-00955,48,44,1,1,1,14195.87,23707.05,750,0,10,42.5,1
CUST-00956,49,26,2,1,0,8069.91,20951.86,672,0,10,42.9,1
CUST-00957,33,1,2,1,1,7558.38,13797.78,792,0,14,83.5,0
CUST-00958,50,70,2,1,1,18669.89,8804.0,668,2,19,68.7,0
CUST-00959,43,15,1,1,1,1500.0,0.0,759,2,12,55.0,1
CUST-00960,27,68,3,0,1,3423.2,29431.85,477,1,10,47.1,0
CUST-00961,39,35,3,1,1,15176.71,22257.51,472,0,22,69.3,0
CUST-00962,41,57,1,0,0,8805.94,21439.59,519,0,18,60.9,1
CUST-00963,55,26,1,1,0,8670.21,19627.29,706,2,15,50.3,0
CUST-00964,36,59,1,1,1,12375.2,23578.94,809,1,16,57.7,1
CUST-00965,59,1,1,0,1,2920.74,25520.86,326,0,8,68.7,0
CUST-00966,49,24,1,1,1,16459.46,0.0,806,0,12,64.3,1
CUST-00967,18,64,3,1,1,6142.75,6700.32,746,0,8,59.4,0
CUST-00968,28,94,2,1,1,7779.55,5665.32,596,1,11,55.6,1
CUST-00969,47,63,2,1,1,6846.16,21141.68,682,0,7,80.9,0
CUST-00970,23,27,1,0,0,5205.22,6788.66,828,0,20,42.9,0
CUST-00971,46,29,1,0,0,17865.93,23572.65,546,0,9,75.0,0
CUST-00972,57,51,2,1,0,16004.98,9201.84,506,0,20,42.4,0
CUST-00973,37,11,1,1,1,4529.08,25606.26,667,0,11,80.9,1
CUST-00974,57,80,1,1,1,10965.84,20230.5,661,0,9,80.1,0
CUST-00975,56,110,1,0,0,16552.48,7257.71,576,0,3,46.6,0
CUST-00976,39,32,2,0,1,7411.68,12156.18,768,1,7,66.7,1
CUST-00977,40,1,1,0,1,2044.79,33676.69,466,1,21,44.6,1
CUST-00978,42,24,1,1,0,9493.22,27890.9,622,0,16,55.8,1
CUST-00979,45,42,1,1,1,4937.81,23386.95,725,0,9,35.1,0
CUST-00980,21,31,1,1,0,3849.79,16304.36,612,0,13,70.3,0
CUST-00981,38,86,3,0,0,11156.06,20422.92,723,1,22,88.5,0
CUST-00982,20,79,2,0,1,9431.87,13194.16,650,0,12,41.6,0
CUST-00983,36,23,3,0,1,2531.68,12933.4,659,0,8,48.3,0
CUST-00984,37,85,1,1,1,7462.27,18528.58,750,1,12,51.0,0
CUST-00985,18,100,2,0,0,4422.53,27001.31,585,0,13,37.2,0
CUST-00986,25,1,1,1,0,8727.25,12788.45,732,1,16,43.4,1
CUST-00987,35,41,1,0,1,5500.52,22562.19,635,0,10,68.0,0
CUST-00988,66,52,1,0,1,14230.93,10088.22,650,0,15,86.5,0
CUST-00989,23,92,2,1,0,12073.96,0.0,707,3,14,11.2,1
CUST-00990,41,1,3,1,0,12945.18,1031.78,682,1,1,25.5,1
CUST-00991,29,38,2,0,0,7141.08,9724.78,570,0,10,48.0,0
CUST-00992,35,27,1,1,0,13711.44,24502.65,598,1,11,30.1,1
CUST-00993,52,21,2,1,0,17115.28,22612.24,717,0,8,55.4,1
CUST-00994,44,42,3,0,1,15268.83,13338.84,684,1,13,64.8,0
CUST-00995,45,71,1,0,0,15217.46,14678.8,776,1,10,25.3,1
CUST-00996,46,68,1,1,1,7761.29,24400.07,717,0,15,68.9,0
CUST-00997,47,89,3,1,0,10148.21,5422.16,683,0,11,57.7,1
CUST-00998,18,33,1,0,1,16051.91,12431.84,628,0,10,62.5,1
CUST-00999,45,53,1,1,0,7395.0,12830.47,480,1,11,41.3,0
CUST-01000,39,64,1,0,0,7124.22,0.0,729,0,10,21.6,0
CUST-01001,45,93,2,0,0,4840.08,26609.47,653,0,20,80.8,0
CUST-01002,50,20,2,1,1,15014.77,30007.08,764,1,4,54.8,0
CUST-01003,45,49,1,1,0,20859.84,20989.91,744,1,6,77.2,0
CUST-01004,48,18,1,1,1,6958.83,26501.4,712,0,8,62.7,1
CUST-01005,26,60,3,0,0,11917.27,26554.16,668,1,15,75.2,0
CUST-01006,45,1,2,0,1,15258.22,27460.53,701,1,15,51.2,0
CUST-01007,39,12,1,1,1,12690.68,16932.29,731,0,8,53.0,0
CUST-01008,39,49,3,0,1,10417.08,16495.46,398,1,24,86.2,0
CUST-01009,56,14,1,1,0,13877.84,0.0,644,0,17,56.6,1
CUST-01010,34,58,1,1,1,9798.69,24688.21,678,0,20,62.4,0
CUST-01011,32,22,2,1,0,7268.17,8997.46,641,0,7,64.8,0
CUST-01012,24,1,3,0,1,3403.33,0.0,761,1,6,69.7,0
CUST-01013,36,26,2,1,1,8582.48,9592.86,603,0,9,57.8,0
CUST-01014,53,81,2,0,1,4584.21,19633.75,666,1,19,47.0,0
CUST-01015,20,60,2,1,0,10913.8,19160.35,623,2,23,30.1,0
CUST-01016,43,65,2,1,1,11032.68,12895.88,693,0,18,100.0,1
CUST-01017,18,1,3,0,0,15459.78,15430.6,636,0,2,45.4,0
CUST-01018,32,32,1,0,0,2157.21,0.0,598,0,20,60.9,1
CUST-01019,45,66,4,0,0,11747.96,32671.61,683,0,16,56.3,0
CUST-01020,34,40,1,1,0,17294.82,0.0,456,0,7,63.5,0
CUST-01021,26,73,3,0,0,16164.65,6523.23,610,0,4,55.3,0
CUST-01022,36,63,3,0,1,7347.09,32063.15,711,0,11,27.4,0
CUST-01023,52,31,2,0,1,7901.55,15514.1,560,0,13,46.4,0
CUST-01024,58,77,1,1,1,8755.37,6575.3,695,0,12,46.1,0
CUST-01025,58,94,3,0,1,11058.31,17824.69,615,0,16,89.6,0
CUST-01026,48,71,2,0,0,8783.0,7811.66,648,1,6,57.1,1
CUST-01027,44,68,1,1,1,12500.49,27042.14,663,0,11,68.3,0
CUST-01028,52,12,1,1,0,8622.26,9695.67,598,1,8,38.4,1
CUST-01029,26,53,3,1,1,4059.07,18014.96,534,0,5,63.9,0
CUST-01030,28,56,4,1,1,13366.25,17347.3,773,0,11,61.5,0
CUST-01031,55,18,1,1,1,3757.56,0.0,737,0,20,36.2,1
CUST-01032,50,38,3,1,1,7500.62,1611.7,708,0,6,79.4,0
CUST-01033,51,28,1,1,1,7937.97,14857.81,672,1,16,20.0,1
CUST-01034,43,85,3,0,0,17483.33,0.0,678,1,16,8.8,0
CUST-01035,30,17,1,1,0,8300.44,17204.38,626,1,8,50.9,0
CUST-01036,27,54,3,1,1,7165.4,0.0,644,1,7,47.5,0
CUST-01037,51,47,1,1,1,13209.59,8415.06,772,0,12,70.1,0
CUST-01038,53,64,3,0,1,8399.79,0.0,722,1,11,52.7,1
CUST-01039,27,46,2,0,0,5704.93,0.0,581,4,6,32.8,0
CUST-01040,31,21,1,1,1,8440.3,29031.37,569,4,6,61.1,1
CUST-01041,39,55,2,1,0,14885.44,0.0,590,1,12,68.1,1
CUST-01042,50,107,4,0,0,3219.63,1141.32,750,1,11,63.2,0
CUST-01043,36,62,1,1,1,8366.21,15959.01,807,1,13,60.3,0
CUST-01044,30,80,3,1,1,7196.61,29959.67,567,0,6,43.4,0
CUST-01045,52,1,2,0,1,5633.37,4824.8,707,1,8,37.7,1
CUST-01046,47,103,1,0,0,10442.7,27857.11,557,0,8,66.8,0
CUST-01047,32,84,2,1,0,14510.7,0.0,583,0,7,58.8,0
CUST-01048,32,45,2,1,0,13203.87,24984.78,575,1,14,68.2,0
CUST-01049,53,69,2,1,1,8886.04,23906.22,837,0,19,62.4,0
CUST-01050,25,100,3,1,1,6063.09,5995.38,812,1,9,63.9,0
CUST-01051,36,46,1,1,1,14809.66,17296.28,639,0,8,73.6,0
CUST-01052,45,15,2,0,1,12450.84,4203.22,613,0,15,55.5,0
CUST-01053,42,73,3,0,0,14720.59,1495.8,591,0,12,75.9,0
CUST-01054,51,41,1,0,0,9001.4,6697.29,663,0,5,32.5,1
CUST-01055,19,64,1,1,1,12388.56,13670.67,680,0,20,71.0,0
CUST-01056,40,38,2,1,1,7976.2,15711.18,750,0,0,58.2,1
CUST-01057,44,2,3,0,0,22285.6,0.0,675,0,9,40.8,0
CUST-01058,44,34,1,1,1,6388.19,8222.22,629,1,20,91.0,0
CUST-01059,47,64,3,0,0,11441.45,14645.81,720,0,11,63.9,0
CUST-01060,26,14,2,0,1,3518.51,42507.61,647,1,19,42.4,1
CUST-01061,57,97,2,0,0,13416.62,24820.66,615,1,22,59.5,0
CUST-01062,45,1,3,1,0,12198.43,16396.96,621,1,13,83.2,1
CUST-01063,47,21,4,0,1,4879.88,12463.8,820,1,17,80.2,1
CUST-01064,33,56,1,1,1,11204.92,764.15,671,0,9,42.8,0
CUST-01065,42,54,3,1,1,7121.71,0.0,669,0,9,61.4,0
CUST-01066,56,72,2,1,0,6656.96,25679.27,533,0,10,48.5,1
CUST-01067,40,53,4,1,0,13987.12,25208.21,706,0,11,41.6,0
CUST-01068,42,97,1,1,1,8054.18,38108.16,704,1,7,38.9,0
CUST-01069,44,34,3,1,1,15210.39,10363.61,605,2,4,56.1,0
